DATE,DATE_WEEK,DATE_MON,PGM_CODE,PGM_NAME,STIME,program_title,guestname,daily_corner,weekly_corner,dau,dau_prev,dau_chg,dau_d2,dau_r7,dau_r7_prev,dau_r7_chg,dau_r30,dau_r30_prev,dau_r30_chg,new,new_prev,new_chg,new_share,react,react_prev,react_chg,react_share,react_rate,react_rate_prev,react_rate_diff,churn_rate,churn_rate_prev,churn_rate_diff,dau_1min,dau_1min_prev,dau_1min_chg,dau_10min,dau_10min_prev,dau_10min_chg,real_rate,real_rate_prev,real_rate_diff,deep_rate,deep_rate_prev,deep_rate_diff,d1_ret,d1_ret_prev,d1_ret_diff,d7_ret,d7_ret_prev,d7_ret_diff,new_d1_ret,new_d1_ret_prev,new_d1_ret_diff,new_d7_ret,new_d7_ret_prev,new_d7_ret_diff,engage_rate,engage_rate_prev,engage_rate_diff,habit_rate,habit_rate_prev,habit_rate_diff,wau,wau_prev,wau_chg,new_week,new_week_prev,new_week_chg,new_week_share,react_week,react_week_prev,react_week_chg,react_week_share,react_rate_week,react_rate_week_prev,react_rate_week_diff,churn_rate_week,churn_rate_week_prev,churn_rate_week_diff,wau_1min,wau_1min_prev,wau_1min_chg,wau_10min,wau_10min_prev,wau_10min_chg,real_rate_week,real_rate_week_prev,real_rate_week_diff,deep_rate_week,deep_rate_week_prev,deep_rate_week_diff,w1_ret,w1_ret_prev,w1_ret_diff,new_w1_ret,new_w1_ret_prev,new_w1_ret_diff,engage_rate_week,engage_rate_week_prev,engage_rate_week_diff,habit_rate_week,habit_rate_week_prev,habit_rate_week_diff,mau,mau_prev,mau_chg,new_mon,new_mon_prev,new_mon_chg,new_mon_share,react_mon,react_mon_prev,react_mon_chg,react_mon_share,react_rate_mon,react_rate_mon_prev,react_rate_mon_diff,churn_rate_mon,churn_rate_mon_prev,churn_rate_mon_diff,mau_1min,mau_1min_prev,mau_1min_chg,mau_10min,mau_10min_prev,mau_10min_chg,real_rate_mon,real_rate_mon_prev,real_rate_mon_diff,deep_rate_mon,deep_rate_mon_prev,deep_rate_mon_diff,m1_ret,m1_ret_prev,m1_ret_diff,new_m1_ret,new_m1_ret_prev,new_m1_ret_diff,engage_rate_mon,engage_rate_mon_prev,engage_rate_mon_diff,habit_rate_mon,habit_rate_mon_prev,habit_rate_mon_diff
2026/03/25,2026/03/16,2026/02/01,F10,황제파워,1600,,,,,40919,39878,2.6,40905,96791,,,209014,,,540,567,-4.8,1.3,6704,,,16.4,0,,,18.3,,,37151,36243,2.5,31868,31224,2.1,,,,85.8,86.2,-0.4,57.51,55.89,1.6,54.98,53.66,1.3,16.05,17.59,-1.5,9.35,9.76,-0.4,1.7,1.6,0.1,,,,98010,,,3616,,,3.7,5276,,,5.4,0,,,,,,85826,,,73367,,,,,,85.5,,,61.09,58.48,2.6,0.58,0.95,-0.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,F11,박소현의 러브게임,1800,,,,,30655,29232,4.9,31022,74463,,,165205,,,388,409,-5.1,1.3,5504,,,18.0,0,,,18.9,,,27142,25978,4.5,22120,21300,3.8,,,,81.5,82.0,-0.5,51.04,49.93,1.1,49.45,48.28,1.2,11.24,19.95,-8.7,7.82,13.59,-5.8,1.0,1.1,-0.1,,,,75852,,,2666,,,3.5,3514,,,4.6,0,,,,,,65582,,,55070,,,,,,84.0,,,59.30,57.52,1.8,0.56,0.59,0.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,F12,웬디의 영스트리트,2000,,,,,15037,14630,2.8,15307,44511,,,119894,,,338,416,-18.7,2.2,2812,,,18.7,0,,,21.1,,,12137,11819,2.7,9363,9158,2.2,,,,77.1,77.5,-0.4,40.51,39.96,0.5,37.76,36.89,0.9,7.93,11.30,-3.4,4.09,6.50,-2.4,1.1,1.4,-0.3,,,,45026,,,2311,,,5.1,2096,,,4.7,0,,,,,,35041,,,27441,,,,,,78.3,,,46.39,43.80,2.6,0.56,0.55,0.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,F13,배성재의 텐,2200,,,,,7883,7489,5.3,7968,24311,,,67940,,,172,183,-6.0,2.2,1359,,,17.2,0,,,17.6,,,6563,6222,5.5,5308,5057,5.0,,,,80.9,81.3,-0.4,40.42,39.27,1.1,35.73,35.12,0.6,10.26,11.73,-1.5,6.56,6.88,-0.3,0.5,0.7,-0.2,,,,24156,,,1236,,,5.1,1060,,,4.4,0,,,,,,19134,,,15158,,,,,,79.2,,,42.93,39.63,3.3,0.69,0.49,0.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,G00,,,,,,,27733,26880,3.2,28001,76216,,,192347,,,808,928,-12.9,2.9,5798,,,20.9,0,,,26.1,,,18020,17297,4.2,14632,14122,3.6,,,,81.2,81.6,-0.4,49.67,47.79,1.9,45.78,44.52,1.3,13.19,13.68,-0.5,6.03,7.37,-1.3,0.2,0.2,0.0,,,,76962,,,6159,,,8.0,5655,,,7.3,0,,,,,,43458,,,34407,,,,,,79.2,,,50.92,48.35,2.6,1.76,2.14,-0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,L00,,,,,,,110671,107905,2.6,111774,234852,,,453939,,,2143,2438,-12.1,1.9,25359,,,22.9,0,,,26.9,,,72281,69906,3.4,61504,59064,4.1,,,,85.1,84.5,0.6,63.48,61.98,1.5,59.95,58.52,1.4,21.39,23.14,-1.7,11.89,13.14,-1.2,1.6,1.6,0.0,,,,236293,,,15341,,,6.5,24458,,,10.4,0,,,,,,145652,,,119046,,,,,,81.7,,,67.48,64.91,2.6,3.92,4.84,-0.9,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,L01,YESTERDAY 20,0000,,,,,5666,5915,-4.2,5651,18349,,,49224,,,76,124,-38.7,1.3,224,,,4.0,0,,,20.2,,,4372,4504,-2.9,3606,3765,-4.2,,,,82.5,83.6,-1.1,42.7,42.65,0.1,36.38,36.29,0.1,3.09,7.41,-4.3,2.42,4.76,-2.3,1.4,1.5,-0.1,,,,18073,,,723,,,4.0,981,,,5.4,0,,,,,,12671,,,10241,,,,,,80.8,,,46.62,43.79,2.8,1.97,1.62,0.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,L02,Love20(재),0200,,,,,3887,3887,0.0,3546,11735,,,32281,,,47,71,-33.8,1.2,517,,,13.3,0,,,19.9,,,3239,3318,-2.4,2857,2900,-1.5,,,,88.2,87.4,0.8,44.3,44.33,0.0,36.87,37.38,-0.5,3.95,13.95,-10.0,2.82,5.26,-2.4,0.5,0.3,0.2,,,,11625,,,515,,,4.4,556,,,4.8,0,,,,,,9212,,,7968,,,,,,86.5,,,45.24,42.78,2.5,1.45,1.16,0.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,L03,OLDIES 20(재),0400,,,,,8454,8039,5.2,8204,21724,,,51574,,,63,70,-10.0,0.7,1087,,,12.9,0,,,15.1,,,5792,5590,3.6,3780,3649,3.6,,,,65.3,65.3,0.0,50.43,49.31,1.1,45.93,45.08,0.9,17.24,12.82,4.4,7.14,9.52,-2.4,0.3,0.2,0.1,,,,21940,,,476,,,2.2,770,,,3.5,0,,,,,,14980,,,10717,,,,,,71.5,,,54.28,52.28,2.0,2.11,1.68,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,L04,,,,,,,0,0,,0,0,,,0,,,0,0,,,0,,,,0,,,,,,0,0,,0,0,,,,,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,0,,,0,,,,0,,,,0,,,,,,0,,,0,,,,,,,,,0,0,0.0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,L05,고현준의 뉴스 브리핑,0600,,,,,20920,20050,4.3,21176,36452,,,70491,,,102,118,-13.6,0.5,2177,,,10.4,0,,,12.5,,,17723,17045,4.0,15047,14456,4.1,,,,84.9,84.8,0.1,68.07,66.41,1.7,65.59,63.12,2.5,22.77,20.95,1.8,11.02,21.31,-10.3,0.5,0.6,-0.1,,,,38482,,,501,,,1.3,930,,,2.4,0,,,,,,29969,,,25850,,,,,,86.3,,,68.12,67.92,0.2,0.79,1.62,-0.8,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,L06,김태현의 정치쇼,0700,,,,,38930,37907,2.7,38944,76843,,,158515,,,307,331,-7.3,0.8,5726,,,14.7,0,,,17.1,,,24872,23982,3.7,18889,18150,4.1,,,,75.9,75.7,0.2,58.91,57.48,1.4,56.11,54.32,1.8,17.95,22.39,-4.4,9.67,14.75,-5.1,0.4,0.4,0.0,,,,83622,,,1702,,,2.0,3071,,,3.7,0,,,,,,47455,,,35678,,,,,,75.2,,,65.53,62.42,3.1,1.75,2.09,-0.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,L07,이숙영의 러브FM,0900,,,,,25833,26286,-1.7,25924,56704,,,137322,,,287,426,-32.6,1.1,4613,,,17.9,0,,,20.4,,,19490,18819,3.6,15602,14942,4.4,,,,80.1,79.4,0.7,51.62,50.05,1.6,46.8,47.18,-0.4,10.85,13.74,-2.9,4.23,9.61,-5.4,1.0,1.2,-0.2,,,,63617,,,1700,,,2.7,2473,,,3.9,0,,,,,,42360,,,32993,,,,,,77.9,,,57.10,54.32,2.8,0.95,0.86,0.1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,L08,박연미의 목돈연구소,1100,,,,,18050,17019,6.1,17731,49737,,,121566,,,176,180,-2.2,1.0,3188,,,17.7,0,,,19.1,,,14801,14066,5.2,12486,11853,5.3,,,,84.4,84.3,0.1,50.71,48.45,2.3,48.06,45.56,2.5,8.67,11.00,-2.3,5.00,9.57,-4.6,0.6,0.7,-0.1,,,,49034,,,1386,,,2.8,2456,,,5.0,0,,,,,,35901,,,29334,,,,,,81.7,,,53.42,49.14,4.3,0.44,0.62,-0.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,L09,유민상의 배고픈 라디오,1200,,,,,22079,21014,5.1,22246,66677,,,164707,,,310,388,-20.1,1.4,4292,,,19.4,0,,,22.2,,,15653,14835,5.5,11918,11313,5.3,,,,76.1,76.3,-0.2,44.05,41.88,2.2,41.74,39.32,2.4,11.01,10.26,0.8,5.15,4.93,0.2,2.3,2.4,-0.1,,,,66464,,,2539,,,3.8,3874,,,5.8,0,,,,,,43309,,,32986,,,,,,76.2,,,51.32,47.72,3.6,1.27,1.08,0.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,L10,그대의 오후 정엽입니다,1400,,,,,19495,18707,4.2,20041,65732,,,172211,,,364,383,-5.0,1.9,4345,,,22.3,0,,,26.5,,,12145,11482,5.8,9471,8864,6.8,,,,78.0,77.2,0.8,37.32,36.34,1.0,36.02,34.24,1.8,8.98,11.06,-2.1,8.09,5.94,2.1,0.8,1.0,-0.2,,,,65252,,,2953,,,4.5,4400,,,6.7,0,,,,,,36341,,,26935,,,,,,74.1,,,46.29,44.07,2.2,0.74,1.52,-0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,L11,인생은 오디션,1600,,,,,11297,10632,6.3,11136,29200,,,85492,,,156,161,-3.1,1.4,2077,,,18.4,0,,,20.4,,,7709,7258,6.2,5905,5549,6.4,,,,76.6,76.5,0.1,37.81,35.9,1.9,35.64,33.87,1.8,5.78,6.57,-0.8,4.97,5.93,-1.0,1.4,0.9,0.5,,,,33287,,,949,,,2.9,1088,,,3.3,0,,,,,,20208,,,14867,,,,,,73.6,,,43.69,42.28,1.4,0.68,0.79,-0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,L12,6시 저녁바람 김창완입니다,1800,,,,,16204,15412,5.1,16727,50164,,,128713,,,297,283,4.9,1.8,3382,,,20.9,0,,,22.4,,,10171,9932,2.4,7258,7162,1.3,,,,71.4,72.1,-0.7,35.78,35.42,0.4,34.58,34.05,0.5,7.28,9.23,-1.9,4.59,7.38,-2.8,1.4,1.2,0.2,,,,51185,,,1830,,,3.6,2577,,,5.0,0,,,,,,31025,,,22131,,,,,,71.3,,,48.98,46.69,2.3,1.55,1.11,0.4,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,L13,편상욱의 뉴스직격,1700,,,,,10971,10719,2.4,10965,29255,,,83116,,,145,165,-12.1,1.3,1956,,,17.8,0,,,19.1,,,6848,6469,5.9,4949,4449,11.2,,,,72.3,68.8,3.5,35.82,34.26,1.6,33.13,32.56,0.6,3.01,7.19,-4.2,4.24,6.70,-2.5,0.5,0.6,-0.1,,,,33455,,,808,,,2.4,972,,,2.9,0,,,,,,18634,,,12648,,,,,,67.9,,,44.66,44.14,0.5,1.00,0.65,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,L14,김윤상의 뮤직투나잇,2000,,,,,10935,10427,4.9,11131,35564,,,102617,,,263,327,-19.6,2.4,2252,,,20.6,0,,,22.5,,,7433,6986,6.4,5334,5079,5.0,,,,71.8,72.7,-0.9,34,32.34,1.7,31.02,30.04,1.0,7.62,7.94,-0.3,3.06,3.77,-0.7,1.6,1.6,0.0,,,,35979,,,1700,,,4.7,1727,,,4.8,0,,,,,,22691,,,16076,,,,,,70.8,,,41.47,38.92,2.5,1.37,0.70,0.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,L15,음악이 흐르는 밤 박은경입니다,2200,,,,,9437,9174,2.9,9889,29819,,,79643,,,244,235,3.8,2.6,1847,,,19.6,0,,,18.7,,,6819,6722,1.4,5498,5386,2.1,,,,80.6,80.1,0.5,40.61,40.2,0.4,37.45,36.78,0.7,13.27,8.23,5.0,4.26,4.05,0.2,1.8,1.7,0.1,,,,29667,,,1523,,,5.1,1482,,,5.0,0,,,,,,19875,,,15432,,,,,,77.6,,,46.00,43.84,2.2,2.01,1.92,0.1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,M05,김선재의 책하고놀자,0600,,,,,0,0,,0,10394,,,26243,,,0,0,,,0,,,,0,,,,,,0,0,,0,0,,,,,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,7077,,,148,,,2.1,418,,,5.9,0,,,,,,4634,,,3333,,,,,,71.9,,,34.91,30.30,4.6,0.68,0.00,0.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,M07,최영주의 러브FM,0900,,,,,0,0,,0,29641,,,75622,,,0,0,,,0,,,,0,,,,,,0,0,,0,0,,,,,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,18966,,,589,,,3.1,1862,,,9.8,0,,,,,,12596,,,9463,,,,,,75.1,,,31.65,26.04,5.6,0.58,0.63,-0.1,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,M10,DJ래피의 드라이브 뮤직,0700,,,,,0,0,,0,26144,,,63946,,,0,0,,,0,,,,0,,,,,,0,0,,0,0,,,,,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,17864,,,466,,,2.6,1416,,,7.9,0,,,,,,10627,,,8028,,,,,,75.5,,,35.77,29.88,5.9,1.07,0.65,0.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,M11,DJ래피의 드라이브 뮤직,1600,,,,,0,0,,0,18962,,,54668,,,0,0,,,0,,,,0,,,,,,0,0,,0,0,,,,,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,11057,,,522,,,4.7,1246,,,11.3,0,,,,,,6475,,,4585,,,,,,70.8,,,21.32,17.81,3.5,0.35,0.35,0.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,P00,,,,,,,8748,8722,0.3,9015,27794,,,82816,,,248,295,-15.9,2.8,1687,,,19.3,0,,,23.7,,,4303,4437,-3.0,3078,3351,-8.1,,,,71.5,75.5,-4.0,37.35,36.48,0.9,33.54,33.85,-0.3,9.59,11.42,-1.8,5.76,4.09,1.7,0.2,0.2,0.0,,,,29181,,,1650,,,5.7,1606,,,5.5,0,,,,,,13006,,,9662,,,,,,74.3,,,40.41,38.47,1.9,1.25,1.75,-0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2026/03/25,2026/03/16,2026/02/01,T00,,,,,,,193503,190867,1.4,194190,352276,,,637338,,,3940,4759,-17.2,2.0,43602,,,22.5,0,,,26.7,,,180030,176347,2.1,165656,160981,2.9,,,,92.0,91.3,0.7,73.08,71.25,1.8,69.19,68.12,1.1,21.76,23.53,-1.8,12.52,15.00,-2.5,2.2,2.4,-0.2,,,,354729,,,29072,,,8.2,40846,,,11.5,0,,,,,,319561,,,291218,,,,,,91.1,,,72.45,69.90,2.5,3.76,4.64,-0.9,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
